abacı,asalak
mn,Mangan
mo,Molibden
mobil,taşınabilir
mobilize,hareketli
mobilya,möble
mobilyalı,möbleli
mobilyasız,möblesiz
möble,mobilya
möbleli,mobilyalı
möblesiz,mobilyasız
model,benzer
modelaj,oylumlama
modem,çevirge
modern,çağcıl
modernizasyon,çağdaşlaşma
modernizm,çağdaşlık
modernleşme,çağdaşlaşma
modernleşmek,çağdaşlaşmak
modernleştirme,çağdaşlaştırma
modernleştirmek,çağdaşlaştırmak
modifikasyon,değişke
modifiye,Değişiklik
modül,parça
modülasyon,Vurgu
modüler,parçalı
moher,tiftik
mola,koyuverme
molekül,madde
moloz,Değersiz
momentum,hızlılık
monadist,monatçı
monadizm,monatçılık
monatçı,monadist
monist,tekçi
monitör,göstergeç
monizm,tekçilik
monoblok,tekgövde
monografı,Tekyazım
monolog,Genellikle
monopol,tekel
monoton,tekdüze
mont,Montgomer
montajcı,kurgucu
montajlama,kurgulama
montajlamak,kurgulamak
monte,montaj
montgomer,mont
monu,Menü
moral,maneviyat
moralist,ahlakçı
moralizm,ahlakçılık
morartı,morluk
moratoryum,erteletim
morluk,Morartı
mortlamak,ölmek
morto,ölü
mortocu,imam
moruk,baba
moruklaşmak,ihtiyarlamak
morula,blastula
morumtırak,morumsu
moskof,rus
mostra,model
mösyö,bay
motamot,aynen
motif,Örge
motivasyon,güdüleme
motive,güdülenmiş
motor,motosiklet
motorin,mazot
motosiklet,motor
motto,slogan
muaccel,Peşin
muacciz,usandıran
muaddel,değişkin
muadele,denklem
muaf,affedilmiş
muafiyet,bağışıklık
muahede,antlaşma
muaheze,eleştiri
muahharen,sonradan
mualla,yüce
muallak,asılı
muallel,eksik
muallim,Öğretmen
muallime,Öğretmen
muallimlik,Öğretmenlik
muamelat,işlem
muamele,alışveriş
muamma,bilmece
muammalı,bilmeceli
muammer,yaşamış
muannit,anut
muaraza,kavga
muarefe,tanışıklık
muarız,Antagonist
muaşaka,âşıktaşlık
muasır,çağdaş
muasırlaşma,çağdaşlaşma
muasırlaşmak,çağdaşlaşmak
muasırlaştırma,çağdaşlaştırma
muasırlaştırmak,çağdaşlaştırmak
muattal,işsiz
muavenet,yardım
muavin,yardımcı
muayene,kontrol
muayeneci,Araştıran
muayyen,belirli
muayyeniyet,bellilik
muazzam,önemli
muazzez,aziz
mübadele,değişim
mübadil,Türkiyede
mubahat,Övünme
mübalağa,abartı
mübalağacı,abartıcı
mübalağalı,abartılı
mübalağasız,abartısız
mübarek,kutsal
mübareze,çekişme
mübaşeret,girişme
mübaşir,çağrıcı
mübayenet,başkalık
müberra,Aklanmış
mübrem,vazgeçilmez
mücadele,savaş
mücadeleci,savaşımcı
mücahede,gayret
mücahit,alperen
mücbir,zorlayıcı
mücehhez,hazırlıklı
mücella,parlak
mücellit,ciltçi
mücellithane,ciltevi
mücerred,Boyda
mücerrep,sınanmış
mücevher,Bulunamadı
mücevherat,mücevherler
mücevherci,kuyumcu
mucibince,gereğince
mucip,gerektirici
mucize,şaşırtıcı
muço,miço
mücrim,suçlu
mucrimiyet,Suçluluk
mucur,mıcır
müdafaa,koruma
müdafaaname,Savunma
müdafi,savunucu
müdahale,Karışma
müdahele,Müdahale
müdahil,karışan
müdana,minnet
müdavim,gedikli
müddei,davacı
müddeialeyh,davalı
müddeiumumi,savcı
müddet,süre
müdebbir,Tedbirli
müdellel,kanıtlı
müderris,profesör
müdevven,düzenlenmiş
müdevver,yuvarlak
müdrike,anlık
müdür,başöğretmen
müdüriyet,müdürlük
müeccel,ertelenmiş
müeddep,edepli
müellif,yazar
müennes,dişil
müesses,kurulmuş
müessese,Kuruluş
müesseseleşme,kurumlaşma
müesseseleşmek,kurumlaşmak
müessif,durum
müessir,dokunaklı
müessiriyet,etkinlik
müessis,kurucu
müeyyide,yaptırım
müezzin,Ezancı
mufassal,ayrıntılı
müfettiş,denetmen
müfit,faydalı
müflis,batkın
müfredat,ayrıntılar
müfret,Teklik
müfrit,aşırı
müfsit,arabozan
müft,beleş
müfteri,iftiracı
mugaddi,besleyen
mugalata,yanıltmaca
muganni,şarkıcı
mugayeret,aykırılık
mugayir,aykırı
muğber,küskün
muğlak,çapraşık
muhabbet,sevgi
muhaberat,Haberleşmeler
muhabere,yazışma
muhabir,Değerlendiren
muhaceret,göçme
muhacim,saldırıcı
muhacir,Göçmen
muhaddep,dışbükey
muhafaza,korunum
muhafazak,tutucu
muhafazakar,Tutucu
muhafazakarlık,Tutuculuk
muhakeme,yargılama
muhakkak,Kesinlikle
muhalefet,aykırılık
muhalif,aykırı
muhammed,müslüman
muhammen,Oranlanan
muhammes,beşli
muhannet,namert
muharebe,Savaş
muharip,savaşçı
muharrik,ayartıcı
muharrir,Yazar
muhasamat,düşmanlık
muhasara,çevirme
muhasebe,saymanlık
muhasebeci,sayman
muhasebecilik,Saymanlık
muhasip,sayman
muhasır,saran
muhassala,bileşke
muhassasat,ödenek
muhat,çevrilmiş
muhatara,ziyan
muhataralı,tehlikeli
muhatarasız,tehlikesiz
muhavvil,dönüştüren
muhbir,ihbarcı
müheyya,hazır
muhik,doğru
mühim,Önemli
mühimin,Önemli
mühimmat,cephane
mühimsemek,önemsemek
muhip,dost
muhit,etraf
muhkem,sağlamlaştırılmış
mühlet,vade
mühlik,tehlikeli
mührelemek,düzeltmek
muhrik,yakıcı
muhsin,Cömert
muhtar,özerk
muhtariyet,özerklik
mühtedi,dönme
muhtekir,vurguncu
muhtel,bozuk
muhtelif,çeşitli
muhtelis,çalan
muhtelit,karışık
muhtemel,mümkün
muhterem,saygıdeğer
muhteris,hırslı
muhteriz,çekingen
muhteşem,görkemli
muhtesip,Çarşı
muhteva,içerik
muhtevalı,içerikli
muhtevi,Kapsayan
muhteviyat,içindekiler
muhtıra,günlük
mühürleme,Temhir
mühürlemek,kapatmak
muin,yardımcı
müjde,muştu
müjdeci,muştucu
müjdeleme,muştulama
müjdelemek,muştulamak
müjdelenme,muştulanma
müjdelenmek,muştulanmak
müjdeleyen,Mübeşşir
müjdeli,muştulu
müjg,kirpik
müjgan,Kirpik
mük,ödüllendirmek
mukaar,içbükey
mukabele,başkaldırma
mukabil,rağmen
mukaddem,öncül
mukaddema,eskiden
mukadder,Yazılı
mukadderat,yazgı
mukaddes,kutsal
mukaddesatçı,Kutsalcı
mükafat,Ödül
mukaffa,uyaklı
mukallit,taklitçi
mukannen,kanunlaşmış
mukarenet,yakınlık
mukarrer,kararlaştırılmış
mukassem,bölünmüş
mukassi,bunaltıcı
mukataa,kesim
mukattar,damıtık
mukavele,sözleşme
mukaveleli,sözleşmeli
mukavelename,sözleşme
mukavelesiz,sözleşmesiz
mukavemet,direnç
mukavemetli,dirençli
mukavemetsiz,dirençsiz
mukavim,dirençli
mukavva,Karton
mukavves,eğmeçli
mukayese,kıyaslama
mukayeseli,karşılaştırmalı
mukayyet,kayıtlı
mükedder,üzgün
mükellef,yükümlü
mükellefiyet,yükümlülük
mükemmeliyet,mükemmellik
mükerrer,tekrarlanmış
mükrim,ikramcı
muktebes,aktarılmış
muktedir,erkli
müktesep,edinilmiş
muktesit,tutumlu
mukteza,gerekli
muktezi,gerekli
mülahaza,düşünce
mülahazat,düşünceler
mülahham,şişman
mülakat,görüşme
mülaki,görüşen
mülayemet,yumuşaklık
mülayim,Yumuşak
mülazım,teğmen
mülemma,sıvanmış
mülevven,renkli
mülevves,pis
müleyyin,yumuşatıcı
mülga,kapatılan
mülhak,eklenmiş
mülhakat,ekler
mülhem,esinlenmiş
mülhit,imansız
mülk,ülke
mülkiyet,sahiplik
mülkiyetinde,Tapulu
mülkü,Varlıksız
mülteci,sığınmacı
mültefit,iltifatkâr
mültezim,kesenekçi
multi,Çok
mum,kandela
mümarese,yatkınlık
mümas,Teğet
mümasil,andıran
mümbit,verimli
mümessil,temsilci
mümeyyiz,seçen
mümin,mutekit
mümkün,olabilir
mumluk,Şamdan
mümtaz,seçkin
mümteni,kaçınan
mün,Çorba
münacat,yakarış
münafık,arabozan
münakalat,ulaştırma
münakale,ulaşım
münakaşa,tartışma
münasebat,ilişkiler
münasebet,neden
münasebetli,ilişkili
münasebetsiz,çirkin
münasip,yerinde
münavebe,keşikleme
münavebeli,dönenceli
münazaa,münakaşa
münazara,Tartışma
mundar,murdar
mündemiç,içkin
münderecat,içindekiler
münebbih,uyarıcı
münevver,aydınlatılmış
münezzeh,arı
münfail,kırgın
munfasıl,ayrık
münfesih,feshedilmiş
münhal,çözülen
münhani,eğri
münhasır,sınırlı
münhasıran,özellikle
münhezim,yenilmiş
munis,sevimli
munkabız,toplanmış
münkehe,Evlenme
münkesir,gücenmiş
münkir,İmansız
munsifane,İnsafla
muntazam,düzgün
muntazır,gözleyen
münteha,bitmiş
müntehabat,seçmeler
müntehap,seçme
müntehip,seçmen
müntesip,ilgili
münteşir,yayılmış
munzam,eklenmiş
munzur,Surat
müphem,belirsiz
müphemiyet,belirsizlik
müptedi,acemi
müptela,meraklı
müptezel,değersiz
mür,Karınca
murabaha,tefecilik
murabahacı,tefeci
murabba,kare
murabıt,marabut
müracaatçı,başvurucu
murad,Mirad
murafaa,duruşma
murahhas,delege
mürai,ikiyüzlü
murakabe,denetleme
murakebe,Denetleme
murakıp,Denetçi
murdar,pis
murdarilik,omurilik
mürebbi,Yetiştiren
mürebbiye,Etige
müreccah,yeğ
müreffeh,gönençli
murettebat,Tayfa
mürettep,derlenmiş
mürettip,dizgici
mürit,İzdeş
murşıd,Şeyhi
mürşit,kılavuz
murt,Ölmüş
mürteci,gerici
mürtefi,yüce
mürtekip,yiyici
mürteşi,Yiyici
müruriye,geçmelik
mürüvvet,sevinç
mürüvvetli,insaniyetli
mürüvvetsiz,insaniyetsiz
müsabaka,yarışma
müsabakanın,Yarışma
müşabehet,benzeşlik
müşabih,benzeş
müsabık,yarışçı
musaddak,onaylı
müsademe,çarpışma
müsadif,rastlayan
musaffa,arıtılmış
musahabe,söyleşi
müsahade,Müşahede
müşahede,görme
müşahhas,somut
musahhih,düzeltici
müşahid,Gören
musahip,Sohbet
müşahit,gözlemci
müsait,elverişli
müsakaba,Karşılaşma
musalla,namazgâh
müsamaha,hoşgörü
müsamahak,hoşgörülü
müsamahalı,toleranslı
muşamba,linolyum
müsamere,Oyun
musandıra,yüklük
musanna,yapıntılı
musannif,yazar
musap,uğramış
müşareket,ortaklaşma
müsavat,denklik
müsavatçı,eşitçi
müşavere,danış
müsavi,eşit
müşavir,danışman
müşavirlik,Danışmanlık
musavver,resimli
müsbet,Olumlu
müşebbeh,benzetilen
müseccel,sicilli
müseddes,altıgen
müşekkel,gösterişli
müsekkin,yatıştırıcı
müselles,üçgen
müsellesat,trigonometri
müsemmen,sekizli
musevi,yahudi
musevilik,Yahudilik
müşevveş,düzensiz
müshil,İçsürdürücü
musibet,Uğursuz
musikar,mıskal
musiki,müzik
müşir,mareşal
muska,hamaylı
müşkül,çetin
müşkülat,zorluklar
müşkülleşmek,zorlaşmak
müşkülpesent,güçbeğenir
müslim,müslüman
musluk,lavabo
müslüman,dindar
müslümanlaştırma,islamlaştırma
müslümanlaştırmak,islamlaştırmak
müsmir,verimli
muşmula,beşbıyık
müsnet,Yüklem
müspet,olumlu
müsrif,tutumsuz
muşta,Kunduracıların
müstacel,acele
müstacelen,çabucak
müstaceliyet,ivedilik
müstağni,doygun
müstahak,layık
müstahdem,odacı
müstahkem,sağlamlaştırılmış
müstahsil,üretici
müstahzar,preparat
müştak,türev
müstakar,durulmuş
müstakbel,gelecek
müstakil,bağımsız
müstakim,doğrulu
müstamel,eski
mustatil,dikdörtgen
müstear,takma
müstebit,zorba
müstecir,kiracı
müstefit,yararlanma
müstehak,Müstahak
müstehase,fosil
müstehcen,yakışıksız
müştehi,iştahlı
müstehlik,tüketici
müstehzi,alaycı
müşteki,şikâyetçi
müstekreh,iğrenç
müstelzim,gerektiren
müştemilat,eklentiler
müstemirren,arasız
müstemleke,sömürge
müstemlekeci,sömürgeci
müstemlekeleşme,sömürgeleşme
müstemlekeleşmek,sömürgeleşmek
müstemlekeleştirme,sömürgeleştirme
müstemlekeleştirmek,sömürgeleştirmek
müsteniden,dayanarak
müstenit,yaslanan
müstenkif,çekimser
müşterek,ortak
müşteri,Alıcı
müsterih,Kaygısız
müstesna,şaz
müstevi,düz
müstevli,salgın
müstezat,Artmış
muştu,beşaret
muştucu,müjdeci
muştulamak,müjdelemek
muştulanma,müjdelenme
muştulanmak,müjdelenmek
muştulu,müjdeli
muştuluk,müjdelik
müşül,Yezidi
müsvedde,karalama
mut,mutluluk
muta,veri
mutaassıp,bağnaz
mutabakat,uyum
mutabık,uygun
mütalaa,düşünce
mutantan,şatafatlı
mütareke,ateşkes
mutariza,Ayraç
mutasarrıflık,Sancak
mutasavver,düşünülmüş
mutasavvıf,sofi
mutasyon,değişinim
mutasyonist,değişinimci
mutasyonizm,değişinimcilik
mutat,alışılan
mutavaat,dönüşlü
mutavassıt,aracı
mutçu,evdemonist
müteaddi,geçişli
müteaddit,birçok
müteahhit,yüklenici
müteahhitlik,Üstencilik
mütealiye,deneyüstücülük
müteallik,ilgili
müteammim,genelleşmiş
mütearife,belit
mütebaki,kalan
mütebasbıs,yaltakçı
mütebeddil,değişen
muteber,güvenilir
mütebessim,güleç
mütecanis,bağdaşık
mütecaviz,sataşkan
mütedeyyin,dindar
mutedil,ılıman
müteessir,üzüntülü
mütefekkir,düşünür
müteferrik,dağınık
mütegallibe,zorba
mütehakkim,hükmeden
mütehammil,dayanıklı
müteharrik,çalışan
mütehassıs,uzman
mütehassıslık,Uzmanlık
mütehavvil,kararsız
mütehevvir,kızgın
müteheyyiç,heyecanlı
mütek,derişik
mütekabil,karşılıklı
mütekait,emekli
mütekellim,konuşan
mutekit,dindar
mütelezziz,hoşlanan
mütemadi,aralıksız
mütemayiz,sivrilen
mütemekkin,yerleşik
mütemerkiz,derişik
mütemmim,tümleç
mutena,önemli
mütenakıs,eksilen
mütenakız,çelişkili
mütenasip,uygun
mütenavip,almaşık
mütenazır,simetrik
mütenebbih,uslanmış
müteneffir,tiksinmiş
mütenevvi,çeşitli
müterakim,yığılmış
müterakki,ilerlemiş
mütercem,Çevrilmiş
mütercim,çevirmen
mütereddi,soysuzlaşmış
muteriz,itirazcı
müteşebbis,girişimci
müteselli,avunan
müteselsil,zincirleme
mütetebbi,araştırıcı
mütevali,ardışık
mütevazı,iddiasız
mütevazin,oranlı
müteveccih,yönelik
mütevehhim,ödlek
mütevellit,Doğmuş
müteverrim,veremli
müteyakkız,sak
mütezayit,çoğalan
müthiş,dehşetli
muti,Veren
mutlaka,kesinlikle
mutlakçı,saltçı
mutlakiyet,saltçılık
mutlulanmak,mutlanmak
mutsuz,bedbaht
mutsuzluk,bedbahtlık
muttarit,tekdüze
muttasıf,vasıflı
muttasıl,biteviye
müttefik,bağlaşık
müttehit,birleşik
muvacehesinde,Karşısında
muvaffak,Başarılı
muvaffakiyet,Başarı
muvaffakiyetli,başarılı
muvaffakiyetsiz,başarısız
muvaffakiyetsizlik,Başarısızlık
muvafık,uygun
muvakkat,Geçici
muvasala,muvasalat
muvasalat,muvasala
muvaşşah,akrostiş
muvazaa,danışıklık
muvazaalı,danışıklı
muvazene,dengeleme
muvazeneli,ölçülü
muvazenesiz,ölçüsüz
muvazi,paralel
müvellidülhumuza,oksijen
müvellidülma,hidrojen
müverrih,tarihçi
müvesvis,vesveseli
müvezzi,dağıtıcı
muzafferane,muzafferce
muzafferce,muzafferane
müzaheret,Destekleme
müzahir,yardımcı
müzahrefat,pislikler
müzakerat,müzakereler
müzakere,mütalaa
müzayaka,parasızlık
müzayede,Artırma
müze,Çizme
müzebzep,karmakarışık
müzehhep,yaldızlanmış
müzekker,eril
müzelik,köhne
müzevir,arabozan
müzeyyen,bezenmiş
muzi,İnciten
müziç,sıkıcı
müzik,musiki
müzikalite,Ahenkli
müzikçi,müzisyen
müziklendirmek,süslemek
muzip,takılgan
muzır,zararlı
müzisyen,müzikçi
muzlim,karanlık
müzmin,süreğen
müzminleşme,süreğenleşme
müzminleşmek,süreğenleşmek
n,akkor
na,Sodyum
naaş,ceset
nabek,işsiz
naçar,düşkün
naci,Cennetlik
naçiz,önemsiz
nacizane,Önemsiz
nadan,cahil
nadas,Sürgüaltı
nadim,pişman
nadir,Ender
nadiren,seyrek
nafaka,geçimlik
nafi,yararlı
nagehan,ansızın
nağme,melodi
nahak,gereksiz
nahif,çelimsiz
nahırcı,sığırtmaç
nahit,Zühre
nahiye,bucak
nahoş,çirkin
naif,deneyimsiz
nail,ulaşmış
nakarat,kavuştak
nakd,parasal
nakde,Akçe
nakdi,Parasal
nakıs,noksan
nakisa,kusur
nakışlamak,işlemek
nakkaş,bezekçi
nakledilmek,Taşınmak
naklen,aktarılarak
nakliyat,taşımacılık
nakliyatçı,taşımacı
nakliye,taşımalık
nakliyeci,taşımacı
nakşi,nakşibendi
nakzen,bozarak
nalan,inleyen
nalbur,hırdavatçı
nalça,nal
naldöken,Taşlı
nale,inilti
nalın,takunya
nalıncı,takunyacı
nalınlı,takunyalı
nalınsız,takunyasız
nallamak,öldürmek
nam,ad
namaz,salat
namazg,musalla
namazgah,Musalla
namazlar,Salâvat
namdar,ünlü
name,mektup
namevcut,yok
namına,kendisine
namlı,ünlü
namünasip,uygunsuz
namus,iffet
namüsait,elverişsiz
namusk,namuslu
namuslu,namuskâr
namussuzca,namussuzcasına
namussuzcasına,namussuzca
nan,ekmek
nanay,yok
nane,Bulunamadı
nanemolla,üşengeç
nanıaziz,ekmek
nankör,iyilikbilmez
nankörce,nankörcesine
nankörcesine,nankörce
nar,Ateş
nara,bağırma
narenç,Turunç
narenciye,turunçgiller
narh,Yurtgeçeri
narıbeyza,Akkor
narin,nazenin
narkotik,uyuşturucu
narkozcu,narkozitör
narkozitör,narkozcu
narsisizm,özseverlik
narsist,özsever
narven,karaağaç
nas,dogma
nasfet,hakkaniyet
naşi,ötürü
nasibi,Behresiz
nasihat,Öğüt
nasihatçi,öğütçü
nasihatın,Öğüt
nasıl,kesinlikle
nasılsın,Nicepsin
nasipli,kısmetli
nasipsiz,kısmetsiz
naşir,yayımcı
nasırlanma,nasırlaşma
nasırlanmak,nasırlaşmak
nasırlaşma,Nasırlanma
nasirlasmis,Nasırlı
nasırlı,nasırlaşmış
nasrani,hristiyan
nasyonalizm,milliyetçilik
natamam,bitmemiş
nativizm,doğuştancılık
natür,doğa
natüralist,Doğalcı
natüralizm,doğalcılık
natürel,Doğal
natürist,doğacı
natürizm,doğacılık
natürmort,ölüdoğa
navigasyon,yönleme
navigatör,yönleyici
naylon,sahte
naz,eda
nazal,genizsil
nazar,göz
nazaran,kıyasla
nazari,kuramsal
nazarıitibar,dikkat
nazarında,Gözünde
nazariyat,kuramlar
nazariyatçı,kuramcı
nazariye,kuram
nazariyeci,kuramcı
nazarlik,Kurşun
nazenin,nazlı
nazikçe,saygılı
naziklik,nezaket
nazil,inmiş
nazım,şiir
nazir,örnek
nazire,söz
nazirsiz,eşsiz
nazist,hitlerci
nazizm,hitlercilik
nazlı,edalı
nb,Niobyum
nebat,bitki
nebatat,bitkiler
nebati,bitkisel
nebülöz,bulutsu
necabet,soyluluk
necaset,pislik
necat,kurtuluş
necati,Kurtuluş
nedamet,pişmanlık
nedeniyle,haysiyetiyle
nedenle,Veçhile
nedensel,illî
nedensellik,illiyet
nedensiz,sebepsiz
nedret,seyreklik
nefer,kişi
nefes,Soluk
nefesin,Soluk
nefeslemek,üflemek
nefesli,üflemeli
nefha,esinti
nefi,Olumsuzluk
nefis,kişilik
nefret,tiksinti
nefs,Zat
nefyedilmek,sürülmek
negatif,olumsuz
nehari,gündüzlü
nehi,Ketleme
nehir,Irmak
nehrin,Irmak
nekahet,durgunluk
nekais,noksanlıklar
nekes,cimri
nekre,nükteci
nem,Rutubet
nema,çoğalma
nemalandırmak,Faizlendirmek
nemalanmak,beslenmek
nemçe,nemse
nemcil,higrofil
nemdenetir,higrostat
nemi,Kurutucu
nemin,Rutubet
nemlendirmek,rutubetlendirmek
nemlenmek,rutubetlenmek
nemölçer,higrometre
nemse,nemçe
nene,anne
neolojizm,türenti
neoplazma,ur
nerdeyse,Neredeyse
nere,Nereye
neresi,Nerede
neşe,Sevinç
neşelendirmek,keyiflendirmek
neşelenmek,keyiflenmek
neşesizlik,Üzgünlük
neset,Çıkma
nesih,Kaldırma
nesil,Kuşak
nesim,esinti
nesnel,objektif
nesnelci,objektivist
nesnelcilik,objektivizm
neşredilme,yayımlanma
neşredilmek,yayımlanmak
neşriyat,yayın
neşrolunmak,yayımlanmak
neşter,Bisturi
neşterlemek,deşmek
neşvünema,yetişme
net,Safi
netameli,Tekinsiz
netice,Sonuç
neticede,Sonunda
neticelendirme,sonuçlandırma
neticelendirmek,sonuçlandırmak
neticelenme,sonuçlanma
neticelenmek,sonuçlanmak
neticenin,Sonuç
neticesiz,sonuçsuz
nev,tür
neva,nağme
nevale,azık
nevazil,nezle
nevaziş,iltifat
nevbahar,ilkbahar
nevmit,çaresiz
nevrofik,Nörotik
nevroloji,Sinirbilim
nevrotik,sinirsel
nevroz,sinirce
neyi,Hangisi
neymiş,güya
nezafet,paklık
nezahet,Temizlik
nezaket,zarafet
nezaketli,nazik
nezaketsiz,Kaba
nezaret,gözetim
nezarethane,nezaret
nezaretli,manzaralı
nezaretsiz,görüntüsüz
nezdinde,gözetiminde
nezif,Kanama
nezih,Ahlaklı
nezir,adak
nezle,nevazil
nezretmek,adamak
ni,Nikel
nice,birçok
nicel,kantitatif
niçin,niye
nida,seslenme
nifakçı,arabozan
nihai,sonuncu
nihan,gizli
nihayet,son
nihayetinde,sonunda
nihilist,yokçu
nihilizm,yokçuluk
nikap,peçe
nikbet,felaket
nikbin,iyimser
nikotin,Renksiz
nim,yarı
nimet,ihsan
nine,nene
nirvana,Arzunun
nisa,kadın
nişadır,amonyak
nisai,kadınsı
nisaiyeci,jinekolog
nişan,alamet
nişancı,tuğrakeş
nişane,belirti
nişang,hedef
nişangah,Hedef
nişanlamak,yavuklamak
nişanlanmak,adaklanmak
nişanlı,adaklı
nisbet,Orantı
nisfet,Nasfet
nısıf,yarı
nispet,ilinti
nispeten,oranla
nispetle,nispeten
nispetli,oranlı
nispetsiz,oransız
nispi,göreceli
nisyan,unutma
nite,niçin
nitel,kalitatif
nitelendirme,vasıflandırma
nitelendirmek,vasıflandırmak
nitelenme,vasıflanma
nitelenmek,vasıflanmak
niteleyen,Coğrafya
nitelik,Kalite
nitelikleri,Lâyık
nitelikli,vasıflı
niteliksiz,kalitesiz
nitrojen,azot
niyabet,naiplik
niyaz,yakarma
niye,neden
niyet,maksat
niyetlenmek,tasarlamak
niyetli,Oruçlu
niza,kavga
nizam,düzen
nizamlı,tertipli
nizamname,tüzük
nizamsız,tertipsiz
no,Nobelyum
nobelyum,No
nöbet,keşik
nöbetleşme,Münavebe
nobran,nadan
nobranca,kırıcı
nodül,düğümcük
nodullamak,hatırlatmak
noel,Hristiyanların
noksan,Eksik
noksanlık,eksiklik
noksansız,eksiksiz
nokta,radde
noktalamak,bitirmek
nomad,Göçebe
nominal,yazılı
nominalizm,adcılık
norm,düzgü
normatif,düzgüsel
nörotik,Nevrofik
nostalji,gündedün
nosyon,kavram
not,derece
nota,muhtıra
noter,kâtibiadil
noterlik,Noter
nötr,etkisiz
nötralizasyon,yansızlaştırma
nötralizm,yansızlık
nötür,Ilın
nü,çıplak
nüans,ayırtı
nübüvvet,peygamberlik
nüfus,popülasyon
nüfuz,erk
nüfuzk,güçlü
nüfuzlu,erkli
nuh,Adem
nuhuset,kademsizlik
nükleer,çekirdeksel
nüksetmek,Depreşmek
nükteci,nüktedan
nüktedan,nükteci
nüktedanlık,Nüktecilik
nükteli,esprili
nukut,Paralar
numara,ölçü
numaracı,hileci
nümayiş,gösteri
nümayişçi,gösterici
numerik,sayısal
numune,Örnek
numunelik,örneklik
nur,ziya
nurani,nurlu
nurlu,parlak
nursuz,sevimsiz
nurten,Işıklı
nüsha,kopya
nütasyon,üğrüm
nutuk,Söylev
nüve,Çekirdek
nüzul,inme
nüzullü,felçli
öbek,küme
öbekleşme,Kamplaşma
obje,Nesne
objektif,nesnel
objektiflik,Nesnellik
objektivist,nesnelci
objektivite,nesnellik
objektivizm,nesnelcilik
obruk,içbükey
observatuvar,gözlemevi
obsesif,takıntılı
obsesyon,takıntı
obstrüksiyon,engelleme
öbür,diğer
oburca,oburcasına
oburcasına,oburca
öbürkü,öbürü
öbürleri,diğerleri
öbürü,öbürkü
oç,İntikam
ocakçı,ateşçi
öcü,umacı
ocumak,çekinmek
od,ateş
oda,göz
odacı,müstahdem
odak,mihrak
odaklanmak,odaklaşmak
odaklaşmak,odaklanmak
ödek,Poliçe
ödeme,tediye
ödememek,Yemek
ödence,tazminat
ödenek,tahsisat
ödenekli,kuruluş
ödenti,aidat
ödeş,Takas
ödeşme,fit
ödevcil,vazifeşinas
ödevli,vazifeli
ödeyen,Müeddî
ödlek,yüreksiz
odsuz,ateşsiz
ödül,Mükafat
ödüllendirmek,mükâfatlandırmak
ödülün,Mükafat
ödün,taviz
ödünçleme,ariyet
ödüncü,tavizkâr
odunlaşma,kabalaşma
odunlaşmak,kabalaşmak
ödünleme,ödün
ödünlü,ivazlı
odunsu,odunumsu
